44067,7034297569,63,NotSupported
44067,7034402199,63,NotSupported
44067,7034521875,63,NotSupported
44067,7034637963,62,NotSupported
44067,7034750347,61,NotSupported
44067,7034868171,61,NotSupported
44067,7034987384,61,NotSupported
44067,7036374653,61,NotSupported
44067,7036485417,61,NotSupported
44067,7036604514,61,NotSupported
44067,7037416435,60,NotSupported
44067,7037534375,59,NotSupported
44067,7037645023,59,NotSupported
44067,7037798611,59,NotSupported
44067,7037910185,58,NotSupported
44067,7038020139,58,NotSupported
44067,7038130903,58,NotSupported
44067,7038353472,59,NotSupported
44067,7038355208,59,NotSupported
44067,7038465278,59,NotSupported
44067,703857581,59,NotSupported
44067,703868831,60,NotSupported
44067,7038908912,61,NotSupported
44067,7039020718,62,NotSupported
44067,7039076968,63,NotSupported
44067,703918831,64,NotSupported
44067,7039297685,64,NotSupported
44067,7039410301,64,NotSupported
44067,7039520139,63,NotSupported
44067,7039631597,63,NotSupported
44067,7039743403,63,NotSupported
44067,7039910417,63,NotSupported
44067,7039965856,63,NotSupported
44067,704007662,63,NotSupported
44067,7040242708,62,NotSupported
44067,7040353472,62,NotSupported
44067,7040521412,62,NotSupported
44067,704057662,61,NotSupported
44067,7040686574,61,NotSupported
44067,704085463,61,NotSupported
44067,7040909144,61,NotSupported
44067,7041020949,61,NotSupported
44067,7042521296,64,NotSupported
44067,7042632176,64,NotSupported
44067,704274294,63,NotSupported
44067,7042854514,63,NotSupported
44067,7043021528,63,NotSupported
44067,7043131481,63,NotSupported
44067,704324213,63,NotSupported
44067,7043410069,65,NotSupported
44067,7043464468,66,NotSupported
44067,7043576273,66,NotSupported
44067,7043687037,68,NotSupported
44067,7043909491,69,NotSupported
44067,7043913889,71,NotSupported
44067,7044021759,72,NotSupported
44067,7044131713,73,NotSupported
44067,704424294,75,NotSupported
44067,7044408912,76,NotSupported
44067,7044521296,78,NotSupported
44067,7044631944,79,NotSupported
44067,7044743634,80,NotSupported
44067,7044854282,81,NotSupported
44067,7044965972,81,NotSupported
44067,7045076736,80,NotSupported
44067,704518669,75,NotSupported
44067,704529919,72,NotSupported
44067,7045409954,70,NotSupported
44067,7045521644,69,NotSupported
44067,7045632407,68,NotSupported
44067,7045798727,67,NotSupported
44067,7045909491,66,NotSupported
44067,7046021181,67,NotSupported
44067,7046132639,67,NotSupported
44067,7046243634,67,NotSupported
44067,7046354167,68,NotSupported
44067,7046465972,69,NotSupported
44067,7046576736,70,NotSupported
44067,7046687384,70,NotSupported
44067,7046798495,70,NotSupported
44067,7046909144,70,NotSupported
44067,7047131597,71,NotSupported
44067,7047187847,72,NotSupported
44067,7047297801,73,NotSupported
44067,7047410301,73,NotSupported
44067,7047520949,73,NotSupported
44067,7047631134,72,NotSupported
44067,7047743403,71,NotSupported
44067,7047854051,70,NotSupported
44067,7047964583,69,NotSupported
44067,7048075463,68,NotSupported
44067,704818669,68,NotSupported
44067,704829838,67,NotSupported
44067,7048409028,67,NotSupported
44067,7048576968,66,NotSupported
44067,7048743287,67,NotSupported
44067,7048797685,67,NotSupported
44067,7048910301,67,NotSupported
44067,7049020255,68,NotSupported
44067,704913287,69,NotSupported
44067,7049353588,70,NotSupported
44067,704935544,72,NotSupported
44067,7049464236,72,NotSupported
44067,7049575926,71,NotSupported
44067,7049688426,70,NotSupported
44067,7049799074,69,NotSupported
